keyword_name,ADF_Statistics_wiki,ADF_p_value_wiki,ADF_critical_values_wiki,ADF_Statistics_news,ADF_p_value_news,ADF_critical_values_news,ssr_ftest_pValue_lag1,ssr_ftest_pValue_lag2,ssr_ftest_pValue_lag3,ssr_ftest_pValue_lag4,ssr_ftest_pValue_lag5,ssr_ftest_pValue_lag6,ssr_ftest_pValue_lag7,lowest_lag
Omikron-Variante,-4.494381765154551,0.0002012878084600867,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-3.569751014374901,0.006366363161221777,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.0016,0.002,0.0096,0.0105,0.0096,0.0257,0.0318,1.0
Open,-2.3074819802772275,0.1695662378810227,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-2.14754931990103,0.22582932817689,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.0003,0.057,0.2455,0.4135,0.5985,0.5987,0.752,1.0
Opfer,-11.995445985594122,3.4426440829700986e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.970624936174088,7.897336282698331e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4227,0.6839,0.4933,0.6606,0.7397,0.6282,0.6246,
Opposition,-2.003948667766046,0.2848444343996497,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-10.098559464286158,1.0745503435386872e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0587,0.0207,0.0362,0.0536,0.0685,0.0297,0.0708,2.0
Osnabrück,-8.493076820029383,1.297595200250155e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-4.312396715558603,0.0004227599439241208,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.4473,0.5054,0.5546,0.7264,0.8374,0.8202,0.6056,
Osten,-11.032685420114525,5.616531030321769e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-13.049039866287316,2.161241247013802e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.1276,0.0518,0.1336,0.2149,0.2314,0.0056,0.0276,6.0
Ostern,3.9192658328001904,1.0,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",2.9589489650740552,1.0,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.0001,0.0003,0.0002,0.0002,0.0011,0.0008,0.0145,1.0
Osteuropa,-4.152493605683139,0.0007921181083797047,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-2.0160602754296,0.2795759269333087,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.055,0.0169,0.0409,0.0482,0.0109,0.0138,0.024,5.0
Ostukraine,-5.19280019321549,9.094582613319103e-06,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-4.608344955334335,0.00012467140181838176,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Paderborn,-8.676885281736086,4.391695200178833e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-13.767047760197716,9.840185522548031e-26,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.8493,0.0259,0.0286,0.0128,0.0398,0.0516,0.0521,4.0
Pandemie,-0.5691224169789817,0.8778075778669965,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-3.45948190119958,0.009090739835097195,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.033,0.1354,0.1644,0.2146,0.142,0.2048,0.1985,1.0
Papst,-3.6021729803641804,0.005719620661214305,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-9.755613135093387,7.804398141129089e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4461,0.1517,0.168,0.4832,0.6767,0.7806,0.8471,
Paris,-2.1073607306069206,0.24156513439919636,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-6.484733953658562,1.2691777727004169e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.9619,0.8213,0.9134,0.9547,0.9694,0.6677,0.8332,
Parlament,-2.94926524772195,0.03991175899737869,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-12.865742836845017,4.9997344628693615e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.1379,0.1722,0.217,0.298,0.4708,0.7874,0.8766,
Partei,-3.0247536464869444,0.03264649800532718,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-11.741154976444736,1.2727530981927631e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9742,0.9803,0.9086,0.9048,0.6604,0.7296,0.9189,
Party,-12.308619160374553,7.176058146204294e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.687019294433298,1.163242205048344e-16,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9162,0.9387,0.9864,0.9913,0.9929,0.9979,0.9995,
Pauli,-11.25157088437213,1.7069102080618568e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.324848726206826,4.862656979073862e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.7065,0.6244,0.1998,0.3244,0.5664,0.6715,0.8131,
Pause,-8.91760609023865,1.0622325348699076e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.249401574839489,1.7270275649924278e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9515,0.9732,0.9533,0.9805,0.9728,0.9944,0.9674,
Peking,-2.260522243148169,0.1850164960266748,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-1.3242943933764124,0.617985617729209,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Personal,-11.475141127435895,5.1528407682226904e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.982783036908158,2.0932644218748552e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.8572,0.8667,0.5737,0.2921,0.2995,0.3696,0.1305,
Pflege,-3.131113341103413,0.02433471535249085,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-10.051463041270534,1.4089139311493353e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0054,0.0173,0.0372,0.001,0.0011,0.0019,0.0055,4.0
Plan,-9.831636108917236,5.019149585781315e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.507745543201986,4.3342628676340166e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.3057,0.4106,0.5903,0.4959,0.5083,0.6724,0.7799,
Platz,-3.3968689163773353,0.01106607425903703,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-2.5775461568911915,0.0977273875534384,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.4775,0.4981,0.6174,0.7235,0.2058,0.3108,0.3225,
Playoffs,-10.2968784669756,3.452689884142115e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.429816474904674,0.13349713942801295,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.5201,0.1536,0.0956,0.1456,0.2732,0.0532,0.0744,
Pläne,-10.80457548281128,1.9782493356137357e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.985955355550484,2.878115545644266e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.6537,0.2928,0.2473,0.3479,0.4612,0.346,0.2027,
Polen,-2.980789304144313,0.03672780237896582,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-5.157603639862153,1.072439728280329e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.4773,0.271,0.336,0.4179,0.3482,0.5076,0.619,
Politik,-2.2723793434084425,0.18103095737595892,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-10.917348404649188,1.0592562223711257e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4918,0.3504,0.2806,0.4917,0.4363,0.3451,0.596,
Politiker,-2.38776650590838,0.14521903351063759,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-11.255963857299923,1.6668954778001383e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.1903,0.3914,0.3841,0.3894,0.4375,0.5519,0.6021,
Polizei,-6.994808070937515,7.581714767284858e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-1.748373773197286,0.4063768098781435,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",0.3394,0.3544,0.5115,0.6656,0.7854,0.868,0.9321,
Polizeieinsatz,-3.5467601667708344,0.006864334037535109,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-11.070149100486908,4.575109521617068e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.7814,0.0007,0.0001,0.0002,0.0009,0.0029,0.0068,3.0
Polizist,-6.959017138078325,9.267733513220699e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.542077737843986,1.6927846805084657e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.7867,0.351,0.3741,0.3557,0.4849,0.4871,0.5927,
Polizisten,-9.935874589189423,2.7447036099558107e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-4.318476118760022,0.00041260086912731016,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.9679,0.6617,0.7278,0.87,0.8521,0.8671,0.9145,
Preis,-11.730206423941082,1.347343160557478e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.2210380743034683,0.19869864141012067,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",0.7993,0.9532,0.9878,0.9861,0.7399,0.5503,0.669,
Preise,-12.369316876852986,5.325474057588321e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.369316876852988,5.325474057588321e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Premier,-7.157022430060626,3.0360289090106973e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.42677585396317,1.9174116753230375e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.3168,0.1767,0.1346,0.1783,0.246,0.3208,0.3642,
Pressekonferenz,-1.252208500985606,0.650743754008906,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-12.850000933629627,5.377994562143286e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.54,0.5082,0.4213,0.5865,0.5311,0.5846,0.6995,
Prinz,-4.369058239554899,0.000336581421468994,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-8.140553110106518,1.0309527684847108e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.7967,0.3653,0.2421,0.2479,0.3715,0.305,0.3153,
Problem,-10.464129038573331,1.3353332202064249e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.970524672086846,3.9081411722400404e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.7932,0.9523,0.9762,0.9548,0.9784,0.9516,0.9868,
Probleme,-7.346383257555383,1.0329889657922002e-10,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-5.128432416733922,1.2286251418578113e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.796,0.7247,0.7881,0.8154,0.9141,0.9464,0.9453,
Promille,-2.3698986090351224,0.1504131323802368,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-10.673841500916074,4.1017617540995168e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.6854,0.906,0.5586,0.8051,0.8401,0.7591,0.7917,
Protest,-2.1860725299973938,0.21133910106615517,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.788830884700377,0.0030236793001056014,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.5113,0.4419,0.6607,0.8356,0.8846,0.7124,0.5025,
Prozent,-11.902550231484277,5.5314790290855205e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.4488502896944,1.455949747743822e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.3685,0.3576,0.4806,0.527,0.4766,0.6172,0.6851,
Prozess,-2.790002453215918,0.059716098348579265,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-1.8205724426119076,0.37029693296838806,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.7715,0.0019,0.0011,0.0039,0.0018,0.0144,0.0605,3.0
Präsident,-3.657206933549188,0.0047569651215988475,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-10.865091783828547,1.4141047484076312e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.5199,0.2858,0.3141,0.4,0.5246,0.6267,0.584,
Putin,-2.473139253200201,0.12214735944776811,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-1.9091207748567531,0.3277826505660223,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.0213,0.003,0.0,0.0005,0.0011,0.0019,0.0026,3.0
Quarantäne,-4.554777262408591,0.0001563673069777723,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-9.251268097313417,1.4900291841327662e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.2251,0.7684,0.8904,0.9159,0.4661,0.6611,0.2334,
Queen,-7.805762005425327,7.289180427805499e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.933089653904329,9.695808679478899e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0399,0.1111,0.2129,0.3145,0.3907,0.2773,0.3844,1.0
Radfahrer,-12.089113006015895,2.143026832371378e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.181832046037669,9.574864444338465e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.394,0.7086,0.8449,0.9315,0.9629,0.9668,0.9442,
Raser,-3.2225125777927186,0.01871798940996754,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-7.4049887487864785,7.384970202518794e-11,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9048,0.3074,0.4092,0.5817,0.5635,0.6597,0.5442,
Raum,-5.133144222022435,1.2019872230916416e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-11.039939351922518,5.3976631283481517e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0245,0.0218,0.1259,0.1585,0.0002,0.0003,0.0007,5.0
Razzia,-9.30187235439712,1.1069046964356784e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-1.1316993045233088,0.70226650404955,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.1645,0.3168,0.2719,0.1768,0.1096,0.2041,0.1377,
Reaktion,-7.071742527312511,4.917038302189814e-10,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-1.7953976461690442,0.3827490167180314,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.1993,0.3654,0.3843,0.3665,0.6838,0.772,0.3796,
Real,-5.9494988288044635,2.164077947551668e-07,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-2.137207791945388,0.22981865607710478,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",0.3409,0.6789,0.8014,0.8951,0.9549,0.9366,0.9562,
Regen,-7.541198024482985,3.374553590541414e-11,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.319305215698108,9.99228127116175e-16,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.5928,0.6381,0.7443,0.8543,0.8596,0.9184,0.7667,
Regensburg,-7.120790756988593,3.727232672849603e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.446029197025373,3.6630117805525796e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.5524,0.7689,0.5922,0.7495,0.6414,0.7482,0.2685,
Regierung,-2.605512726578631,0.09186324337734264,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-2.0590905654554423,0.2612793089519567,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",0.2077,0.1974,0.2446,0.3262,0.3683,0.7014,0.8659,
Reise,-11.388191519678116,8.190782736518745e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.8286202873390556,0.002627697352245604,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.6918,0.9178,0.937,0.9669,0.9683,0.9723,0.9848,
Rekord,-3.6366298772842454,0.0050981439192670066,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-10.75647574103281,2.585407292895317e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9152,0.9279,0.4052,0.5669,0.5431,0.6463,0.7899,
Remis,-2.184581693773909,0.21188892628098888,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-8.4111839793313,2.1017412111145273e-13,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.2143,0.1168,0.3164,0.0195,0.067,0.1251,0.1863,4.0
Rheinland-Pfalz,-7.764739609741628,9.252351390482498e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.023667240849839,0.2762932101353843,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.3514,0.6305,0.8192,0.8487,0.621,0.0414,0.0678,6.0
Richter,-1.807407623030778,0.37679026572923746,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-11.899501030366144,5.618635902976526e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.6013,0.7777,0.8896,0.9553,0.9697,0.9684,0.9324,
Richtung,-12.62336028486629,1.560698286079269e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-4.352041576852974,0.0003605384539511393,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.0001,0.0004,0.0009,0.0002,0.0007,0.0016,0.0015,1.0
Risiko,-2.109808012955943,0.24058908347445868,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-11.405064279079168,7.484513609698884e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.2067,0.1425,0.0935,0.1231,0.2408,0.636,0.7972,
Rolle,-2.7825268875424105,0.06081335051247045,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-12.563188640322029,2.080766232725947e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.3465,0.1109,0.1891,0.3066,0.4546,0.4518,0.3725,
Rostock,-7.803441672564232,7.388230842124922e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-6.102293591875012,9.769805402421472e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.6216,0.8783,0.395,0.5844,0.7573,0.8301,0.884,
Rund,-10.520335808188031,9.719996548476884e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-0.7769349418751078,0.8258035509796969,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",0.6234,0.8204,0.4419,0.5529,0.4877,0.7015,0.812,
