keyword_name,ADF_Statistics_wiki_before_diff,ADF_p_value_wiki_before_diff,ADF_critical_values_wiki_before_diff,ADF_Statistics_news_before_diff,ADF_p_value_news_before_diff,ADF_critical_values_news_before_diff,ADF_stationary_wiki_before_diff,ADF_stationary_news_before_diff,KPSS_stationary_wiki_before_diff,KPSS_stationary_news_before_diff,ADF_Statistics_wiki_after_diff,ADF_p_value_wiki_after_diff,ADF_critical_values_wiki_after_diff,ADF_Statistics_news_after_diff,ADF_p_value_news_after_diff,ADF_critical_values_news_after_diff,ADF_stationary_wiki_after_diff,ADF_stationary_news_after_diff,KPSS_stationary_wiki_after_diff,KPSS_stationary_news_after_diff,ssr_ftest_pValue_lag1_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag2_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag3_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag4_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag5_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag6_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag7_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag1_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag2_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag3_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag4_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag5_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag6_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag7_after_diff_Wikipedia_grangerCauses_News,lowest_lag_after_diff_News_grangerCauses_Wikipedia,lowest_lag_after_diff_Wikipedia_grangerCauses_News
Spanien,-1.730891390635914,0.41527067366986536,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-1.730891390635914,0.41527067366986536,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,False,True,-8.364304356662633,2.769474859837377e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.364304356662633,2.769474859837377e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.9734,0.2829,0.1077,0.1961,0.416,0.6743,0.52,0.8327,0.7859,0.742,0.2866,0.207,0.4589,0.3502,,
Spiel,-1.3950090354465492,0.5846664969129947,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-1.3950090354465492,0.5846664969129947,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",False,False,False,False,-8.118276954524234,1.174777368819948e-12,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-8.118276954524234,1.174777368819948e-12,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,0.316,0.3137,0.225,0.2861,0.4133,0.1418,0.091,0.3022,0.5847,0.6134,0.1012,0.0755,0.0545,0.0127,,7.0
Spieler,-10.455408339907663,1.4028869326231746e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.455408339907663,1.4028869326231746e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,-6.63174621925674,5.6921236357895684e-09,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-6.63174621925674,5.6921236357895684e-09,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",True,True,True,True,0.0125,0.1034,0.1208,0.2863,0.3228,0.475,0.2845,0.0885,0.8966,0.8356,0.9272,0.891,0.6557,0.538,1.0,
Spitze,-11.50639997140742,4.365280297972957e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.50639997140742,4.365280297972957e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,-8.448926912591714,1.6829501814156956e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.448926912591714,1.6829501814156956e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.7238,0.8978,0.3252,0.4095,0.5939,0.7157,0.6693,0.8067,0.9346,0.5623,0.7005,0.6066,0.74,0.8079,,
Sport,-8.792029015987257,2.2272124436221633e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.792029015987257,2.2272124436221633e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,-9.704755622939954,1.0491097558091018e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-9.704755622939954,1.0491097558091018e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.9492,0.8288,0.5466,0.7779,0.9314,0.6774,0.8285,0.9226,0.1257,0.0877,0.0475,0.0919,0.1876,0.2224,,4.0
St.,-13.851681777036267,6.986276168993503e-26,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-13.851681777036267,6.986276168993503e-26,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,-13.080613152999005,1.8742205356675354e-24,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-13.080613152999005,1.8742205356675354e-24,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",True,True,True,False,0.4256,0.3562,0.4443,0.5257,0.6102,0.741,0.748,0.5496,0.1985,0.2101,0.0868,0.0174,0.0092,0.0111,,6.0
Staat,-4.974204882995467,2.495530811807162e-05,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-4.974204882995467,2.495530811807162e-05,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-9.042184375028752,5.098287622976974e-15,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-9.042184375028752,5.098287622976974e-15,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,True,True,0.6273,0.0332,0.0916,0.2094,0.2068,0.2573,0.1848,0.5246,0.2515,0.3996,0.7244,0.6491,0.4239,0.5854,2.0,
Staatsanwaltschaft,-3.0810682820747406,0.027986314772577257,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-3.0810682820747406,0.027986314772577257,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",True,True,True,False,-4.953432427129731,2.7417685617137718e-05,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-4.953432427129731,2.7417685617137718e-05,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",True,True,True,True,0.2047,0.3994,0.4213,0.7754,0.925,0.0851,0.098,0.1671,0.1621,0.168,0.22,0.1602,0.1841,0.2574,,
Stadion,-8.175416908002184,8.402841857609807e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.175416908002184,8.402841857609807e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-9.580664180527728,2.1628904446579578e-16,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-9.580664180527728,2.1628904446579578e-16,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",True,True,True,True,0.3663,0.3382,0.5379,0.481,0.1099,0.1524,0.1819,0.8529,0.7918,0.4298,0.5681,0.7232,0.7408,0.4703,,
Stadt,-2.6078513628192903,0.09138538381677197,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.6078513628192903,0.09138538381677197,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,True,False,-9.308484942739344,1.0647552604943338e-15,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-9.308484942739344,1.0647552604943338e-15,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.158,0.515,0.7108,0.5205,0.7104,0.7769,0.859,0.1976,0.384,0.3516,0.4454,0.5704,0.4104,0.506,,
Start,-12.404913581661665,4.474855771703712e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.404913581661665,4.474855771703712e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,-7.1630604226542,2.9338926731024694e-10,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-7.1630604226542,2.9338926731024694e-10,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",True,True,True,True,0.7203,0.3242,0.4049,0.4222,0.3405,0.3424,0.5135,0.0044,0.0103,0.0024,0.005,0.0041,0.0055,0.0154,,3.0
Steinmeier,-8.075170916419236,1.5122970286121518e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.075170916419236,1.5122970286121518e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-7.642589281272663,1.8787317384503866e-11,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-7.642589281272663,1.8787317384503866e-11,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.1985,0.9364,0.8092,0.99,0.9984,0.9604,0.6596,0.0711,0.7941,0.7973,0.9346,0.9907,0.849,0.9327,,
Steuer,-2.324925816135801,0.16405486293052912,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-2.324925816135801,0.16405486293052912,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",False,False,True,False,-11.62015852001848,2.3952570371771467e-21,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-11.62015852001848,2.3952570371771467e-21,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,False,0.3717,0.21,0.1825,0.3527,0.2234,0.2256,0.2944,0.1189,0.3517,0.3537,0.4425,0.5305,0.5492,0.295,,
Strafe,-10.81817776586097,1.834276684511107e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.81817776586097,1.834276684511107e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-8.874366905706399,1.370629016700756e-14,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.874366905706399,1.370629016700756e-14,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.4738,0.4845,0.115,0.2306,0.016,0.0212,0.0525,0.1591,0.1862,0.1971,0.4087,0.2526,0.2371,0.3837,5.0,
Straße,-3.0124688499221772,0.03374626036126951,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-3.0124688499221772,0.03374626036126951,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",True,True,True,False,-4.86773820492082,4.028384587297445e-05,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-4.86773820492082,4.028384587297445e-05,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",True,True,True,False,0.88,0.7807,0.8121,0.933,0.6126,0.742,0.8205,0.016,0.0459,0.0715,0.1079,0.1327,0.1693,0.1943,,1.0
Straßen,-4.704002621000118,8.27078351996744e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-4.704002621000118,8.27078351996744e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",True,True,True,True,-8.272312505806031,4.756850975294687e-13,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-8.272312505806031,4.756850975294687e-13,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",True,True,True,True,0.4001,0.6136,0.1166,0.1649,0.2044,0.299,0.3456,0.7674,0.8668,0.7436,0.768,0.8276,0.7708,0.8578,,
Stream,-2.0702510501726783,0.25664378860232623,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-2.0702510501726783,0.25664378860232623,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",False,False,False,True,-5.703522381118901,7.579829200460107e-07,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-5.703522381118901,7.579829200460107e-07,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",True,True,True,False,0.0033,0.0032,0.0063,0.005,0.0443,0.0306,0.0103,0.9017,0.8658,0.04,0.0159,0.1123,0.0874,0.1023,2.0,4.0
Streit,-10.749644770945961,2.6857388233174298e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.749644770945961,2.6857388233174298e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-9.67305131229535,1.2618429917916526e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-9.67305131229535,1.2618429917916526e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,False,0.1317,0.2375,0.4022,0.6185,0.6333,0.806,0.8203,0.034,0.217,0.3567,0.4575,0.3737,0.7211,0.6687,,1.0
Strom,-10.852365082023644,1.5174019405487337e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.852365082023644,1.5174019405487337e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-8.646242972617522,5.261331236504886e-14,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.646242972617522,5.261331236504886e-14,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,False,True,0.781,0.8414,0.9579,0.9098,0.4485,0.5521,0.6333,0.8976,0.2996,0.3988,0.5852,0.7524,0.9196,0.9643,,
Studie,-1.9684334830449497,0.30058307004769336,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-1.9684334830449497,0.30058307004769336,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",False,False,False,False,-5.112943174684089,1.3202760846620245e-05,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-5.112943174684089,1.3202760846620245e-05,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",True,True,False,True,0.0648,0.1663,0.2764,0.2976,0.1353,0.1427,0.1782,0.8731,0.7313,0.6729,0.5948,0.3788,0.7864,0.8737,,
Sturm,-4.940556368113763,2.9059805829764564e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.940556368113763,2.9059805829764564e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,-6.530695399079138,9.887052371540353e-09,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-6.530695399079138,9.887052371540353e-09,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",True,True,True,True,0.002,0.0007,0.0002,0.0007,0.0023,0.0009,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Sturmtief,-4.740026171313597,7.072938218281909e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-4.740026171313597,7.072938218281909e-05,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",True,True,True,True,-6.674494778430528,4.500847225908756e-09,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-6.674494778430528,4.500847225908756e-09,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.2052,0.0383,0.0027,0.0029,0.0032,0.0022,0.0041,0.0624,0.0076,0.0,0.0,0.0,0.0,0.0,6.0,3.0
Sturz,-11.990213102522972,3.5354660178088775e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.990213102522972,3.5354660178088775e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-8.355103030803003,2.9235290082514893e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.355103030803003,2.9235290082514893e-13,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.6204,0.9241,0.9206,0.9581,0.983,0.9947,0.8931,0.5749,0.8032,0.8665,0.8153,0.9049,0.9522,0.9701,,
Stuttgart,-5.269223735264386,6.339374894884901e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-5.269223735264386,6.339374894884901e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,False,-8.607208842911376,6.622715785388793e-14,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-8.607208842911376,6.622715785388793e-14,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.4697,0.82,0.9797,0.8159,0.3513,0.3733,0.4297,0.6541,0.0915,0.1208,0.1808,0.1426,0.1397,0.1164,,
Städte,-12.137688791442391,1.6787636270778435e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.137688791442391,1.6787636270778435e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,True,-6.128181963691055,8.52800041946274e-08,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-6.128181963691055,8.52800041946274e-08,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",True,True,True,True,0.3814,0.2373,0.2455,0.2511,0.174,0.2174,0.2812,0.7518,0.8995,0.5799,0.7134,0.8048,0.8663,0.9158,,
Stürmer,-2.2604737544280913,0.18503291160711705,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-2.2604737544280913,0.18503291160711705,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",False,False,False,True,-8.38540546274556,2.446095183459251e-13,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-8.38540546274556,2.446095183459251e-13,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",True,True,True,True,0.0855,0.3841,0.4575,0.4549,0.6221,0.2635,0.3365,0.1311,0.2717,0.4458,0.4737,0.7467,0.7087,0.7734,,
Suche,-11.076673841872577,4.4148055229454576e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.076673841872577,4.4148055229454576e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-7.476530959500688,4.8970290962444947e-11,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-7.476530959500688,4.8970290962444947e-11,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",True,True,True,True,0.9378,0.0512,0.0577,0.1106,0.1572,0.1444,0.2338,0.6827,0.7951,0.9924,0.2746,0.4015,0.6965,0.6863,,
Supermarkt,-4.623923773283653,0.00011667093282381722,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.623923773283653,0.00011667093282381722,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,False,False,-13.705170548107986,1.2678123246311424e-25,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-13.705170548107986,1.2678123246311424e-25,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,0.2625,0.5485,0.7077,0.8529,0.9606,0.7568,0.7238,0.2207,0.3902,0.3311,0.314,0.3719,0.5126,0.5513,,
Söder,-4.426090169387554,0.0002668154464345894,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.426090169387554,0.0002668154464345894,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,False,False,-6.437029535089566,1.6431398195350012e-08,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-6.437029535089566,1.6431398195350012e-08,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",True,True,True,True,0.3047,0.4978,0.7701,0.9136,0.6493,0.3936,0.5081,0.5872,0.6853,0.7505,0.8525,0.9202,0.9191,0.9557,,
Südwesten,-7.499488819158017,4.2910934366452275e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-7.499488819158017,4.2910934366452275e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,False,False,-8.541195052197128,9.772662889305882e-14,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-8.541195052197128,9.772662889305882e-14,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",True,True,True,True,0.2351,0.331,0.6956,0.6872,0.49,0.6043,0.6476,0.4592,0.4674,0.5631,0.1457,0.296,0.4007,0.2703,,
Tag,-8.569942810053098,8.249621684576767e-14,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-8.569942810053098,8.249621684576767e-14,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,True,False,-7.401140756059008,7.549702549418862e-11,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-7.401140756059008,7.549702549418862e-11,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",True,True,True,True,0.9329,0.2313,0.4076,0.589,0.6807,0.7023,0.8132,0.4484,0.4166,0.7237,0.9055,0.8612,0.8888,0.9264,,
Tage,-10.953065778192226,8.69887873826862e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.953065778192226,8.69887873826862e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,True,False,-9.642768941731479,1.5054118925693078e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-9.642768941731479,1.5054118925693078e-16,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,True,True,0.5083,0.2215,0.3916,0.6307,0.8131,0.9248,0.8334,0.6868,0.4857,0.4911,0.616,0.7872,0.889,0.7361,,
Tatort,-1.2159484234130995,0.6666977523961339,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-1.2159484234130995,0.6666977523961339,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",False,False,False,True,-6.863907767964257,1.5768807902927337e-09,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-6.863907767964257,1.5768807902927337e-09,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",True,True,True,True,0.0094,0.0366,0.0072,0.0143,0.002,0.3901,0.3088,0.0001,0.0025,0.0002,0.0005,0.0002,0.024,0.0389,5.0,1.0
